olympia_gateway_id,olympia_address,babylon_address,first_seen_at_olympia_state_version,supply_fixed,initial_babylon_name,initial_babylon_symbol,initial_babylon_description,initial_babylon_supply
87,rcnod_rr1qv3e5v4wqr789ljmg6yuxlyzd9xayquvvpg5c92q5q0s6d2sqv,"",55153495,t,RCNodeRunner,rcnod,Radix Collection Node Runner token. Rewards node runners.,99999999999000000000000000000
88,rcbac_rr1qvng5ca38u6r6ygrmjx2a2wm8d9jsnj04rshkyzvf4usz3c0as,"",55158387,t,RCBacker,rcbac,Radix Collection Backer token. Rewards investors who donate XRD to support the Radix Collection project.,99999999999000000000000000000
89,rctwi_rr1q0zqpz677t0yfe6ftqmuz4qy32jszgsww4l9mlzfdwas6azxlm,"",55159877,t,RCTwitterAddict,rctwi,Radix Collection Twitter Addict token. Rewards members who promote RadixDLT or Radix Collection on Twitter.,99999999999000000000000000000
90,rcyou_rr1q0k2n07dd7c29cxtqu453lav54eq62xgpkezgmt4aymqgzzuf0,"",55160424,t,RCYoutubeAddict,rcyou,Radix Collection Youtube Addict token. Rewards members who promote RadixDLT or Radix Collection on Youtube.,99999999999000000000000000000
91,rcrad_rr1qdpj5mrwh79lqyl5pa3ypx5xt4ky4psnnrrp6clxzzws0zhxwa,"",55161307,t,RCRadixDLTStaking,rcrad,Radix Collection RadixDLT Staking token. Reward RadixDLTStaking stakers.,99999999999000000000000000000
92,rctok_rr1qw95vgx65y0fcmcayr6kl30c3uqf05pw5qa2l54q76yqkkyuug,"",55164238,t,RCXIDARTokenCreator,rctok,Radix Collection XIDAR Token Creator token. Rewards members who have created a token with XIDAR's Token Creator tool.,99999999999000000000000000000
93,rctel_rr1q0r6wuvj3sd2s09rj6uythveuxcepgvy20dn4ktfkx4q6flr8w,"",55165714,t,RCTelegramMember,rctel,Radix Collection Telegram Member token. Rewards members who have joined the Radix Collection Telegram channel.,99999999999000000000000000000
94,mafia_rr1qdq2w3f2lm6m7d25ydn9y5pep5j6sgc0q2fgldv9f8cqj76auf,"",55551437,t,MAFIA,mafia,"Radix ecosystem token to run the world, and gain special access to the MAFIA NFT collection",1000000000000000000000000000
95,prescan_rr1qvkv23lsgh7zamsvrp5qt8slgfxqw3sadmgg9r62yvyq6ht3fa,"",55655814,t,PRESCAN,prescan,PRESCAN Token - XRDScan.com,20000000000000000000000000
96,scan_rr1qvvagkzq89lujz2y7hp2kf4f2puvq4d982wrmuq77vssvdzjje,"",55656424,t,SCAN,scan,SCAN Token - XRDScan.com,20000000000000000000000000
97,itm_rr1qwwfpqjxapqeyhft0rqxdwcv5qg5800d5d8uwcena9cqmmrgff,"",56510334,t,INTERMET,itm,"InterMet, through its interoperability protocol, constitutes the metaverse of metavers. The ITM token ensures the economy of InterMet.",42000000000000000000000000
98,rcdol_rr1qw9q486a8l4wyleljd2c7sfw495p52cnsxf9lc8tavsqarna23,"",56755520,t,RCDolphin,rcdol,Radix Collection Dolphin token. Reward XRD dolphins.,99999999999000000000000000000
99,thx_rr1qvyu22efvhwam387ya7xcjld6dyrcy2fsdwld7743cfqrpunn9,"",56771414,t,THANKS,thx,Digital representation of gratitude. THX; the digital way to “give ‘THANKS.’”,39000000000000000000000000000
100,rcact_rr1qw3kxp3gc26ct6lhs52t4vxfd2r07asx6tyv2dj3m4pq2tnkr5,"",56791867,t,RCActive,rcact,Radix Collection Active token. Rewards the most active wallets of the network.,99999999999000000000000000000
101,rcbel_rr1qvcq7fcqq53u96u9f9ee8cja5vcm993e3xyysl746dmq676mvj,"",56794811,t,RCBeliever,rcbel,Radix Collection Believer token. Rewards the most participative members.,99999999999000000000000000000
102,osoul_rr1qdwld0zdqtlrlahz6mzgfu8zc8rfl40t94xwfxtgm9js4ys5q3,"",57060890,t,OlympianSoul,osoul,"Olympian soul, a token granted when passing the Olympia *main* quest, set in the Radixverse. A mark of a Radix community member during the Olympia chapter. #radixverse.art",10000000000000000000000000000
103,obolt_rr1qwey28pgp408rrg7dd75ah0ptxpyqnv7hmx3ef57ednq5ypvc8,"",57061477,t,OlympianBolt,obolt,"Olympian bolt, a rare keepsake only obtainable by Olympians that displayed deep insight into the Radix project by perfectly completing the Olympia *special* quest, set in the Radixverse. The sparks th",10000000000000000000000000000
104,theoklitos_rr1q0aedfzucyftt0etpq9npuv97h6g4qam56hty93syd9s3h789v,"",57596938,t,Theoklitos ,theoklitos,One of 25 NFTs to celebrate the Radix Team and the Mainnet Launch.,100000000000000000000
105,mods_rr1qw4p2czwju52khpraq5dz5jxalcwn9hqyyq4ks28rv2qph0q5q,"",57598979,t,Moderators of the Radix Telegram Channel,mods,One of 25 NFTs to celebrate the Radix Team and the Mainnet Launch.,100000000000000000000
106,shambu_rr1qdlphupynqjj8kc4mxdhpjtr6y6f59nq3f5uq2kdss6q4xrjrz,"",57599825,t,Shambu,shambu,One of 25 NFTs to celebrate the Radix Team and the Mainnet Launch.,100000000000000000000
107,sergiy_rr1q0sxyj62feee9e9ul7tesgt9gkwwcuhyss7slr7p090s9mstw0,"",57600783,t,Sergiy,sergiy,One of 25 NFTs to celebrate the Radix Team and the Mainnet Launch.,100000000000000000000
108,raul_rr1qdmffuq25gjmtgxkqxldz3cd0hl5yr9vmlypw2meexxs0evtcj,"",57601499,t,Raul,raul,One of 25 NFTs to celebrate the Radix Team and the Mainnet Launch.,100000000000000000000
109,michal_rr1qdlxvqyvshqtasgedcqj8ysr473u9y3hhfkyf56q20qs2tfm9u,"",57602285,t,Michal,michal,One of 25 NFTs to celebrate the Radix Team and the Mainnet Launch.,100000000000000000000
110,lukasz_rr1qvvammrtazcgdrm3fd4gzv609ty39vpj3cslttjpcd6qyav2kx,"",57603025,t,Lukasz,lukasz,One of 25 NFTs to celebrate the Radix Team and the Mainnet Launch.,100000000000000000000
111,leroy_rr1qdvdhhnmus5vrwmy5qvwumfmqe0swlngknzwnuslxynqmv2nex,"",57603383,t,Leroy,leroy,One of 25 NFTs to celebrate the Radix Team and the Mainnet Launch.,100000000000000000000
112,katy_rr1qdd0zfxapgu7458xtuepnnekyjshylepu49k7w39f6qsen8t6t,"",57603712,t,Katy,katy,One of 25 NFTs to celebrate the Radix Team and the Mainnet Launch.,100000000000000000000
113,josh_rr1qdsrwa5z4htfd8qx9mvuyentl49xzfycj7xvswgl0s3qtjgqyn,"",57604319,t,Josh,josh,One of 25 NFTs to celebrate the Radix Team and the Mainnet Launch.,100000000000000000000
